f_preferred_name,Fe,C,O,Mg,Si,S,Ca,Ti,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
2MASS 20034449+4535475 ,-0.09 ,-0.12 ,-0.1 ,-0.14 ,-0.13 ,,-0.07 ,-0.11 ,300.9354265 ,45.5965368 ,242.906 ,-405.297 ,482.457 ,675.30 ,N/A ,,,,,,,5595.9 ,4.19 ,0.99 ,1.33 ,
HIP 29094 ,0.19 ,0.21 ,0.15 ,0.29 ,0.225 ,0.12 ,0.19 ,0.155 ,92.0567560 ,-53.2827782 ,-2.028 ,56.470 ,-75.761 ,94.51 ,thin ,F7V ,8.18 ,0.593 ,-33.10 ,-25.20 ,-20.60 ,6057.0 ,3.98 ,1.13 ,1.80 ,
HIP 61874 ,0.1 ,-0.07 ,,-0.14 ,0.06 ,,-0.11 ,0.03 ,190.1928732 ,-43.5663881 ,-5.738 ,-1.032 ,-5.545 ,8.05 ,thin ,M3.0V ,12.24 ,1.750 ,-42.70 ,13.20 ,14.10 ,3341.0 ,5.03 ,0.19 ,0.22 ,
HIP 94645 ,0.238 ,0.2 ,0.12 ,0.165 ,0.185 ,0.11 ,0.2475 ,0.208 ,288.8884587 ,-24.1793537 ,8.109 ,-23.700 ,-11.246 ,27.46 ,thin ,F8.5V ,6.25 ,0.548 ,-26.60 ,-12.70 ,-11.90 ,6221.1 ,4.44 ,1.17 ,1.24 ,
HIP 94648 ,-0.13 ,0.13 ,0.1 ,0.375 ,0.365 ,1.53 ,0.15 ,0.135 ,288.8874120 ,73.3555202 ,4.200 ,-12.277 ,43.403 ,45.30 ,thin ,K2+IIIbCN1 ,4.45 ,1.257 ,-3.00 ,-47.10 ,17.40 ,4483.8 ,2.26 ,,11.64 ,
HIP 94649 ,-0.055 ,-0.27 ,-0.07 ,-0.08 ,-0.11 ,,-0.05 ,-0.09 ,288.8902751 ,61.5651521 ,39.594 ,-115.709 ,225.853 ,256.84 ,thin ,K2 ,7.85 ,1.046 ,20.60 ,-5.90 ,5.00 ,4877.0 ,,,10.46 ,
HIP 15776 ,-0.425 ,-0.34 ,-0.28 ,-0.26 ,-0.35 ,-0.4405 ,-0.3 ,-0.29 ,50.8237528 ,-7.7940977 ,23.207 ,28.478 ,-5.028 ,37.08 ,thin ,G5/6V ,6.20 ,0.702 ,-4.50 ,-34.00 ,-45.20 ,5435.7 ,3.90 ,0.96 ,2.24 ,
2MASS 19533498+4227351 ,0.24 ,0.14 ,0.03 ,0.09 ,0.1 ,,0.23 ,0.2 ,298.3957475 ,42.4597572 ,279.875 ,-517.711 ,538.518 ,797.72 ,N/A ,,,,,,,6158.4 ,4.02 ,1.17 ,1.75 ,
HIP 114081 ,0.245 ,,,,0.3 ,,,0.3 ,346.5755871 ,18.5177646 ,38.669 ,-9.230 ,13.316 ,41.93 ,thin ,F2IV(e) ,6.13 ,0.482 ,-46.40 ,-17.50 ,-2.30 ,6508.5 ,4.42 ,1.35 ,1.72 ,
HIP 94666 ,-0.36 ,,,-0.2 ,-0.34 ,-0.27 ,-0.3 ,-0.29 ,288.9532851 ,38.3802530 ,16.173 ,-47.094 ,39.438 ,63.52 ,thin ,G0 ,7.76 ,0.551 ,-72.10 ,7.30 ,19.50 ,5893.5 ,4.06 ,1.07 ,1.59 ,
HIP 61901 ,-0.105 ,,,0.05 ,0.09 ,,-0.09 ,0.05 ,190.2770190 ,15.3766676 ,-13.378 ,-2.426 ,3.739 ,14.10 ,thin ,K4.5V ,7.90 ,1.109 ,22.50 ,-22.20 ,19.00 ,4484.0 ,4.31 ,0.70 ,0.72 ,
HIP 94674 ,0.08 ,,,-0.03 ,-0.13 ,,0.2 ,0.47 ,288.9741499 ,-48.3577071 ,10.264 ,-29.854 ,-35.504 ,47.51 ,N/A ,K7 ,10.46 ,1.420 ,,,,4511.0 ,4.54 ,0.71 ,0.75 ,
HIP 94675 ,-0.145 ,-0.14 ,0.025 ,-0.09 ,-0.18 ,,-0.08 ,-0.145 ,288.9778623 ,47.0611748 ,24.923 ,-72.473 ,82.361 ,112.50 ,thin ,F6V ,8.24 ,0.551 ,10.40 ,-12.70 ,-18.90 ,6154.2 ,4.05 ,1.17 ,2.05 ,
HIP 94678 ,-0.13 ,,0.02 ,0.07 ,-0.1 ,,-0.04 ,-0.03 ,288.9861924 ,-30.3429989 ,22.334 ,-64.914 ,-40.184 ,79.55 ,thick ,G3V ,8.81 ,0.602 ,-48.20 ,-46.60 ,54.50 ,5812.0 ,4.16 ,1.05 ,1.28 ,
HIP 61940 ,0.03 ,0.035 ,-0.19 ,0.0835 ,0.0015 ,0.06 ,0.0235 ,0.063 ,190.4071702 ,-56.6334163 ,-32.865 ,-6.036 ,-50.741 ,60.76 ,N/A ,K1/2III+F/G ,9.16 ,0.737 ,,,,5480.0 ,4.38 ,0.96 ,0.96 ,
2MASS 19445520+5016308 ,-0.07 ,-0.06 ,-0.14 ,-0.1 ,-0.08 ,,0.01 ,-0.03 ,296.2300048 ,50.2752072 ,153.485 ,-311.512 ,417.922 ,543.38 ,N/A ,,,,,,,6126.0 ,4.52 ,1.16 ,0.98 ,
HIP 61946 ,-0.01 ,-0.07 ,-0.11 ,0.04 ,-0.07 ,0.61 ,0.11 ,0.05 ,190.4355102 ,55.7246732 ,-12.582 ,-2.317 ,18.772 ,22.72 ,thin ,K3V ,8.28 ,0.955 ,14.50 ,2.80 ,-8.00 ,4918.7 ,4.42 ,0.80 ,0.73 ,
HIP 114449 ,-0.1 ,0.15 ,-0.01 ,,-0.01 ,,-0.1 ,,347.6776519 ,17.5943726 ,142.195 ,-31.062 ,46.155 ,152.69 ,thin ,K4III ,5.69 ,1.330 ,-5.10 ,-15.00 ,-22.30 ,4245.0 ,2.31 ,,24.04 ,
HIP 29193 ,0.34 ,0.432 ,0.345 ,0.33 ,0.39 ,0.28 ,0.29 ,0.36 ,92.3654586 ,-51.3894356 ,-1.811 ,43.848 ,-54.954 ,70.33 ,N/A ,G2/3IV ,7.51 ,0.657 ,,,,5962.5 ,3.91 ,1.09 ,1.92 ,
HIP 94734 ,0.165 ,0.145 ,0.065 ,0.21 ,0.125 ,,0.16 ,0.165 ,289.1454288 ,40.0473228 ,30.638 ,-88.250 ,78.517 ,122.03 ,N/A ,,9.50 ,0.631 ,,,,5887.0 ,4.28 ,1.07 ,1.39 ,
HIP 61971 ,-0.54 ,,-0.4 ,-0.29 ,-0.48 ,,-0.46 ,-0.51 ,190.4982821 ,-5.2208569 ,-91.538 ,-16.963 ,-8.507 ,93.48 ,thin ,G5V ,8.04 ,0.747 ,3.00 ,-22.10 ,14.50 ,5403.7 ,3.57 ,0.94 ,2.49 ,
HIP 29205 ,0.32 ,0.15 ,0.235 ,0.6 ,0.415 ,1.18 ,0.295 ,0.31 ,92.3938488 ,-14.5846166 ,-2.672 ,63.917 ,-16.645 ,66.10 ,thin ,K2III ,5.56 ,1.150 ,-29.70 ,-12.30 ,-9.00 ,4701.3 ,2.96 ,,8.64 ,
HIP 94751 ,0.09 ,0.105 ,0.085 ,0.02 ,0.05 ,,0.12 ,0.14 ,289.2024324 ,18.9763170 ,17.394 ,-49.943 ,18.186 ,55.92 ,thin ,F8V ,7.02 ,0.588 ,8.40 ,-8.90 ,-10.00 ,6148.3 ,4.07 ,1.14 ,1.82 ,
HIP 94755 ,-0.17 ,-0.085 ,-0.15 ,-0.05 ,-0.165 ,-0.185 ,-0.105 ,-0.03 ,289.2141098 ,46.9991033 ,9.445 ,-27.099 ,30.774 ,42.08 ,thin ,F6IV: ,6.00 ,0.479 ,-61.60 ,-37.80 ,12.10 ,6279.4 ,4.03 ,1.23 ,2.00 ,
HIP 94757 ,-0.16 ,-0.05 ,-0.26 ,-0.09 ,-0.13 ,-0.218 ,-0.079 ,-0.07 ,289.2175559 ,-10.9717774 ,9.927 ,-28.479 ,-5.847 ,30.72 ,thin ,F9V ,6.92 ,0.570 ,-56.20 ,-15.50 ,-8.50 ,6045.0 ,4.51 ,1.11 ,1.07 ,
HIP 94760 ,-0.135 ,,,-0.11 ,-0.18 ,,-0.14 ,-0.13 ,289.2213360 ,63.2073870 ,11.612 ,-33.305 ,69.847 ,78.25 ,thin ,F5 ,7.16 ,0.505 ,4.40 ,-1.00 ,-13.50 ,6420.0 ,,,,
HIP 94761 ,,0.2 ,,-0.04 ,0.06 ,,-0.09 ,0.14 ,289.2302356 ,5.1688998 ,1.939 ,-5.558 ,0.532 ,5.91 ,thin ,M3.0V ,9.12 ,1.464 ,53.30 ,-7.60 ,-5.00 ,3499.0 ,4.76 ,0.47 ,0.47 ,
HIP 94777 ,0.29 ,0.17 ,0.01 ,0.18 ,0.29 ,0.14 ,0.2 ,0.27 ,289.2720767 ,-34.1984549 ,25.628 ,-73.296 ,-52.766 ,93.88 ,N/A ,G0V ,8.71 ,0.607 ,,,,6080.0 ,4.21 ,1.14 ,1.40 ,
HIP 62012 ,0.165 ,-0.05 ,0.02 ,0.3 ,0.33 ,0.19 ,0.26 ,0.13 ,190.6477155 ,-48.8131072 ,-38.958 ,-7.324 ,-45.302 ,60.20 ,thin ,K1III ,4.66 ,1.075 ,-33.70 ,-10.00 ,-12.10 ,4709.0 ,,,11.25 ,
HIP 29246 ,-0.545 ,-0.45 ,-0.23 ,-0.14 ,-0.28 ,0.22 ,-0.43 ,-0.42 ,92.4958864 ,58.9356947 ,-3.041 ,69.765 ,115.925 ,135.33 ,thin ,K0III ,5.36 ,1.096 ,-20.70 ,15.90 ,21.60 ,4600.0 ,2.68 ,,19.25 ,
HIP 29248 ,-0.14 ,,0.06 ,-0.01 ,-0.04 ,,-0.05 ,-0.05 ,92.5044596 ,17.9342128 ,-2.341 ,53.529 ,17.341 ,56.32 ,thin ,G2.V ,8.48 ,0.670 ,9.30 ,-66.70 ,16.70 ,5675.3 ,4.45 ,1.01 ,1.10 ,
HIP 94785 ,0.09 ,,,0.07 ,0.38 ,,,0.17 ,289.2959529 ,0.4973701 ,72.524 ,-207.144 ,1.905 ,219.48 ,thin ,G8/K0Ib ,7.64 ,1.237 ,44.40 ,5.60 ,-2.60 ,4749.0 ,,,11.85 ,
2MASS 06303279+2940202 ,0.215 ,0.11 ,0.18 ,0.205 ,0.205 ,,0.25 ,0.275 ,97.6366528 ,29.6722962 ,-49.332 ,367.929 ,211.503 ,427.25 ,N/A ,,11.57 ,,,,,6215.5 ,4.25 ,1.17 ,1.75 ,
HIP 26722 ,0.01 ,0.02 ,0.035 ,-0.005 ,-0.0215 ,-0.021 ,0.0255 ,-0.019 ,85.1786956 ,-36.5848926 ,3.522 ,41.751 ,-31.100 ,52.18 ,thin ,F7/8V ,7.84 ,0.554 ,-10.80 ,9.70 ,-30.60 ,6176.0 ,4.56 ,1.18 ,1.12 ,
BD+43 00183 ,0.09 ,0.05 ,0.06 ,-0.02 ,0.04 ,,0.13 ,0.1 ,14.2228562 ,44.4644496 ,62.233 ,15.774 ,63.012 ,89.96 ,N/A ,,,,,,,6211.0 ,4.40 ,1.20 ,1.15 ,
HIP 94802 ,-0.09 ,-0.03 ,0.08 ,0.005 ,-0.045 ,,-0.02 ,-0.025 ,289.3435244 ,71.3469861 ,3.969 ,-11.306 ,35.497 ,37.47 ,thin ,G5 ,7.07 ,0.729 ,11.30 ,-14.50 ,-13.30 ,5516.5 ,4.09 ,0.98 ,1.47 ,
HIP 94803 ,-0.07 ,,,-0.09 ,0.07 ,,-0.1 ,-0.1 ,289.3493431 ,-16.0734300 ,97.513 ,-277.688 ,-84.801 ,306.29 ,N/A ,K2III ,7.65 ,1.396 ,,,,4387.0 ,,,21.24 ,
HIP 29269 ,-0.58 ,-0.29 ,-0.24 ,-0.32 ,-0.39 ,,-0.42 ,-0.48 ,92.5532730 ,81.5128410 ,-0.591 ,13.247 ,88.863 ,89.85 ,thick ,G5IV-V ,8.99 ,0.618 ,-107.60 ,-87.50 ,-78.90 ,5541.3 ,3.99 ,,1.61 ,
HIP 62039 ,0.144 ,0.141 ,0.115 ,0.1965 ,0.111 ,0.1685 ,0.09 ,0.112 ,190.7471881 ,-4.0493323 ,-44.184 ,-8.386 ,-3.184 ,45.09 ,thin ,G6/8V ,7.83 ,0.675 ,-11.60 ,-65.60 ,10.10 ,5707.0 ,4.36 ,1.02 ,1.17 ,
HIP 62046 ,0.025 ,-0.13 ,-0.03 ,0.25 ,0.41 ,1.3 ,0.27 ,0.17 ,190.7672036 ,61.1554218 ,-77.957 ,-14.825 ,144.078 ,164.49 ,thin ,K2III ,6.39 ,1.268 ,-39.30 ,-13.40 ,-14.40 ,4418.0 ,,,17.87 ,
2MASS 18510901-1148216 ,-1.39 ,,,-0.74 ,-0.8 ,,-0.82 ,-1.21 ,282.7875662 ,-11.8059882 ,33.072 ,-145.713 ,-31.232 ,152.65 ,N/A ,,10.53 ,,,,,4998.0 ,2.40 ,,1.75 ,
HIP 62057 ,-0.02 ,-0.04 ,,0.017 ,-0.028 ,,0.012 ,0.096 ,190.7871036 ,-5.7402354 ,-62.722 ,-11.950 ,-6.418 ,64.17 ,N/A ,K0V ,9.66 ,0.808 ,,,,5267.0 ,4.36 ,0.90 ,0.88 ,
2MASS 18580244+4357419 ,-0.18 ,-0.09 ,-0.11 ,-0.17 ,-0.18 ,,-0.14 ,-0.02 ,284.5101876 ,43.9616477 ,144.960 ,-560.107 ,557.962 ,803.78 ,N/A ,,,,,,,6134.1 ,4.32 ,1.16 ,1.23 ,
HIP 29294 ,0.07 ,-0.215 ,-0.04 ,0.275 ,0.24 ,0.81 ,0.105 ,0.06 ,92.6445014 ,-27.1543416 ,-4.800 ,103.931 ,-53.365 ,116.93 ,thin ,K1III ,5.72 ,1.072 ,21.30 ,-10.80 ,-13.10 ,4805.0 ,,,13.00 ,
HIP 29295 ,0.155 ,0.03 ,,-0.1 ,-0.03 ,,-0.09 ,0.17 ,92.6442302 ,-21.8646272 ,-0.246 ,5.336 ,-2.144 ,5.76 ,thin ,M0.5V ,8.12 ,1.487 ,11.50 ,-11.50 ,-11.80 ,3814.0 ,4.70 ,0.54 ,0.55 ,
2MASS 19284912+3713163 ,0.15 ,,0.24 ,0.08 ,0.17 ,,0.18 ,0.08 ,292.2046809 ,37.2212091 ,284.522 ,-697.038 ,571.900 ,945.45 ,N/A ,,,,,,,6087.9 ,4.25 ,1.14 ,1.32 ,
HIP 94842 ,0.01 ,,0.06 ,0.13 ,0.02 ,,0.09 ,0.02 ,289.4737354 ,25.3697252 ,13.358 ,-37.776 ,19.000 ,44.34 ,thin ,G8V ,8.34 ,0.680 ,-98.50 ,-42.40 ,-16.60 ,5565.5 ,4.36 ,0.98 ,0.98 ,
HIP 94843 ,-0.54 ,-0.08 ,0.03 ,-0.22 ,-0.29 ,,-0.32 ,-0.31 ,289.4763846 ,70.9069997 ,50.645 ,-143.204 ,438.821 ,464.37 ,N/A ,K5 ,7.92 ,1.575 ,,,,4169.0 ,,,39.41 ,
HIP 62077 ,-0.41 ,0.06 ,-0.03 ,-0.28 ,-0.27 ,,-0.46 ,-0.41 ,190.8415606 ,30.7979453 ,-113.306 ,-21.699 ,68.766 ,134.31 ,thick ,F8 ,9.58 ,0.586 ,69.80 ,-80.50 ,24.10 ,5737.0 ,4.21 ,1.04 ,1.51 ,
HD 145958a ,-0.06 ,-0.09 ,-0.11 ,-0.04 ,-0.06 ,,-0.04 ,-0.07 ,243.3268743 ,13.5269021 ,-10.599 ,-21.098 ,5.680 ,24.28 ,N/A ,,7.43 ,,,,,5441.0 ,4.54 ,0.94 ,0.89 ,
HIP 94858 ,-0.26 ,-0.2 ,-0.11 ,-0.18 ,-0.11 ,-0.29 ,-0.08 ,-0.19 ,289.5407539 ,-53.3870878 ,9.096 ,-25.629 ,-36.602 ,45.60 ,thin ,F7V ,6.37 ,0.505 ,-27.60 ,-8.70 ,1.80 ,6334.5 ,4.18 ,1.27 ,1.81 ,
HIP 62093 ,0.35 ,0.26 ,0.46 ,0.24 ,0.33 ,0.18 ,0.26 ,0.28 ,190.8835511 ,-31.3858795 ,-65.191 ,-12.534 ,-40.499 ,77.76 ,thin ,G8V ,9.12 ,0.730 ,-67.80 ,-41.30 ,-16.20 ,5586.0 ,4.30 ,0.99 ,1.17 ,
2MASS 19375245+4919516 ,0.18 ,-0.19 ,0.42 ,0.03 ,0.16 ,,0.23 ,0.08 ,294.4685250 ,49.3310248 ,143.238 ,-314.764 ,402.497 ,530.66 ,N/A ,,,,,,,6461.8 ,4.24 ,1.31 ,1.44 ,
HIP 62103 ,-0.178 ,,,-0.243 ,-0.324 ,,-0.271 ,-0.257 ,190.9085421 ,-1.5769961 ,-65.806 ,-12.682 ,-1.845 ,67.04 ,thin ,G8III ,5.93 ,0.850 ,24.40 ,-9.60 ,-10.30 ,5000.0 ,3.07 ,,5.79 ,
HIP 94873 ,0.13 ,,,0.41 ,0.13 ,0.08 ,0.18 ,0.3 ,289.5971218 ,5.1310423 ,22.246 ,-62.484 ,5.956 ,66.59 ,thin ,F5V ,7.15 ,0.490 ,-11.80 ,8.80 ,-14.70 ,6408.5 ,4.02 ,1.28 ,1.82 ,
HIP 62107 ,-0.37 ,-0.17 ,,-0.28 ,-0.33 ,-0.3655 ,-0.293 ,-0.245 ,190.9280159 ,-37.7081443 ,-21.552 ,-4.161 ,-16.970 ,27.75 ,thin ,G5V ,7.52 ,0.664 ,-74.40 ,-32.30 ,-38.00 ,5610.5 ,4.51 ,0.99 ,0.86 ,
HIP 62108 ,-1.57 ,-1.295 ,-0.82 ,-1.201 ,-1.31 ,,-1.228 ,-1.244 ,190.9300886 ,-44.6754322 ,-104.695 ,-20.218 ,-105.428 ,149.95 ,thick ,F2wl ,9.92 ,0.398 ,7.10 ,-247.90 ,56.00 ,6213.7 ,4.37 ,1.20 ,1.27 ,
HIP 4890 ,0.015 ,-0.4 ,-0.29 ,0.115 ,0.09 ,0.22 ,0.115 ,0.035 ,15.7049574 ,-46.3973104 ,50.015 ,14.063 ,-54.552 ,75.33 ,thin ,G8III ,5.40 ,0.900 ,-1.80 ,3.80 ,0.00 ,5105.0 ,3.12 ,,7.84 ,
2MASS 19482810+4342411 ,0.08 ,0.05 ,-0.01 ,,-0.03 ,,0.17 ,0.11 ,297.1171368 ,43.7113908 ,108.967 ,-212.784 ,228.544 ,330.73 ,N/A ,,,,,,,5756.1 ,,,,
HIP 29349 ,0.267 ,0.4095 ,0.1705 ,0.3105 ,0.29 ,0.13 ,0.2385 ,0.29 ,92.8083560 ,-44.2245348 ,-3.703 ,75.480 ,-73.552 ,105.46 ,thin ,G2/3V ,8.89 ,0.623 ,13.80 ,-68.00 ,-36.90 ,5993.6 ,4.23 ,1.08 ,1.57 ,
2MASS 19394922+4408593 ,0.13 ,0.59 ,0.54 ,0.14 ,0.09 ,,0.2 ,0.12 ,294.9550881 ,44.1498436 ,65.496 ,-140.746 ,150.699 ,216.35 ,N/A ,,,,,,,4719.7 ,4.55 ,0.76 ,0.76 ,
HIP 114119 ,0.11 ,,,0.18 ,0.09 ,0.37 ,0.16 ,0.13 ,346.6701817 ,-23.7430187 ,49.633 ,-11.760 ,-22.436 ,55.72 ,thin ,G6IIIb ,4.47 ,0.892 ,-10.00 ,-2.30 ,-23.20 ,4900.0 ,3.10 ,,8.67 ,
HIP 62127 ,0.21 ,0.255 ,0.16 ,0.197 ,0.225 ,0.167 ,0.218 ,0.216 ,190.9931762 ,-35.1231093 ,-45.703 ,-8.878 ,-32.749 ,56.92 ,thin ,G3/5V ,8.28 ,0.672 ,-8.30 ,-24.40 ,-29.30 ,5856.8 ,4.42 ,1.06 ,1.12 ,
HIP 62129 ,0.125 ,0.19 ,-0.06 ,0.09 ,0.07 ,0.04 ,0.18 ,0.12 ,190.9973876 ,27.3249054 ,-70.014 ,-13.606 ,36.852 ,80.28 ,thin ,F8V ,8.63 ,0.592 ,22.60 ,-26.50 ,-3.10 ,6109.0 ,4.33 ,1.15 ,1.21 ,
HIP 94905 ,-0.007 ,-0.028 ,0.062 ,-0.039 ,-0.076 ,,0.051 ,-0.0315 ,289.6881749 ,16.4883613 ,11.677 ,-32.634 ,10.259 ,36.15 ,thin ,F7V ,7.01 ,0.541 ,11.30 ,7.40 ,4.20 ,6139.5 ,4.28 ,1.17 ,1.15 ,
2MASS 19211746+4402089 ,0.03 ,0.02 ,-0.1 ,0.08 ,-0.17 ,,0.13 ,0.23 ,,,,,,,N/A ,,,,,,,6285.0 ,4.22 ,1.23 ,1.42 ,
HD 219498 ,-0.03 ,-0.1 ,-0.05 ,-0.11 ,-0.09 ,,0.04 ,-0.05 ,349.0209385 ,22.1763402 ,51.806 ,-10.050 ,21.510 ,56.99 ,N/A ,,,,,,,5627.0 ,4.56 ,1.00 ,0.87 ,
HIP 62145 ,0.17 ,0.13 ,-0.05 ,0.2 ,0.13 ,-0.08 ,0.13 ,0.17 ,191.0606032 ,51.7592701 ,-9.108 ,-1.780 ,11.777 ,14.99 ,thin ,K2V ,7.04 ,0.936 ,-19.70 ,-21.10 ,13.10 ,5089.3 ,4.41 ,,0.84 ,
HIP 94915 ,-0.475 ,-0.09 ,-0.03 ,-0.18 ,-0.21 ,,-0.22 ,-0.21 ,289.7184963 ,76.7925184 ,23.277 ,-64.943 ,293.960 ,301.95 ,thin ,K0III ,7.23 ,1.201 ,-3.70 ,5.90 ,17.00 ,4634.0 ,,,19.71 ,
HIP 94916 ,-0.09 ,-0.32 ,-0.12 ,-0.02 ,0.09 ,0.3 ,0.03 ,-0.05 ,289.7198006 ,9.6180674 ,53.834 ,-150.188 ,27.037 ,161.82 ,thin ,G9III ,6.31 ,1.065 ,7.60 ,-23.50 ,-13.30 ,4809.0 ,,,13.81 ,
HIP 94917 ,0.12 ,,,0.11 ,0.22 ,,0.22 ,0.16 ,289.7226014 ,-3.7752630 ,79.192 ,-220.899 ,-15.485 ,235.18 ,N/A ,G8/K0II ,7.96 ,1.160 ,,,,4737.0 ,,,10.64 ,
HIP 94918 ,-0.195 ,-0.11 ,0.015 ,-0.1 ,-0.215 ,,-0.14 ,-0.18 ,289.7255591 ,43.4963029 ,43.868 ,-122.345 ,123.323 ,179.17 ,N/A ,G2V ,9.52 ,0.560 ,,,,5982.7 ,4.11 ,1.09 ,1.96 ,
2MASS 19331047+4211468 ,-0.37 ,-0.32 ,-0.33 ,-0.32 ,-0.39 ,,-0.39 ,-0.28 ,293.2936309 ,42.1963698 ,422.807 ,-982.047 ,969.365 ,1443.21 ,N/A ,,,,,,,5683.0 ,4.51 ,1.01 ,0.92 ,
HIP 94924 ,-0.12 ,0.12 ,0.31 ,0.15 ,0.26 ,,0.22 ,,289.7425770 ,39.2671620 ,33.230 ,-92.592 ,80.424 ,127.06 ,N/A ,A5V ,8.00 ,0.330 ,,,,7400.0 ,3.80 ,,,
HIP 29391 ,0.26 ,0.11 ,0.11 ,0.09 ,0.21 ,0.01 ,0.22 ,0.25 ,92.9127573 ,-22.8966346 ,-3.514 ,69.059 ,-29.204 ,75.06 ,N/A ,G1V ,8.84 ,0.617 ,,,,5894.0 ,4.36 ,1.07 ,1.13 ,
HIP 94931 ,-0.515 ,-0.16 ,0.04 ,-0.28 ,-0.34 ,0.28 ,-0.35 ,-0.27 ,289.7522900 ,41.6346050 ,9.011 ,-25.095 ,23.702 ,35.68 ,thick ,K0.V ,8.86 ,0.806 ,55.90 ,-125.90 ,-85.90 ,4971.5 ,4.41 ,0.84 ,0.80 ,
HIP 62175 ,0.1515 ,0.073 ,0.04 ,0.28 ,0.12 ,0.13 ,0.201 ,0.18 ,191.1207744 ,58.6909290 ,-23.131 ,-4.547 ,38.758 ,45.36 ,thin ,G5V ,8.00 ,0.662 ,-39.10 ,-24.70 ,-11.90 ,5772.5 ,4.34 ,1.04 ,1.04 ,
HIP 94949 ,0.2515 ,0.1555 ,,0.143 ,0.23 ,0.113 ,0.199 ,0.159 ,289.8208591 ,14.1775729 ,29.214 ,-81.054 ,21.765 ,88.86 ,thin ,F8IV ,7.50 ,0.527 ,-21.30 ,-19.00 ,0.60 ,6350.0 ,3.90 ,1.27 ,2.09 ,
HIP 94950 ,0.29 ,0.26 ,0.07 ,0.21 ,0.28 ,0.2 ,0.28 ,0.31 ,289.8219315 ,-58.7219865 ,20.502 ,-56.878 ,-99.526 ,116.45 ,thin ,G3V ,8.41 ,0.644 ,-52.10 ,-9.50 ,18.30 ,5935.5 ,3.80 ,1.09 ,2.18 ,
HIP 94951 ,0.07 ,-0.07 ,0.07 ,0.085 ,0.105 ,0.28 ,0.05 ,0.09 ,289.8237827 ,-23.5581564 ,32.509 ,-90.181 ,-41.797 ,104.58 ,thin ,K0III/IV ,7.78 ,0.937 ,-9.20 ,-5.30 ,-18.20 ,4992.5 ,3.46 ,,4.09 ,
HIP 29421 ,-0.44 ,,,-0.29 ,-0.41 ,-0.4 ,-0.34 ,-0.27 ,92.9754290 ,71.1307830 ,-0.889 ,17.101 ,50.102 ,52.95 ,thin ,F5 ,7.47 ,0.484 ,-1.30 ,12.90 ,-4.30 ,6278.5 ,4.29 ,1.22 ,1.30 ,
2MASS 19105657+4249243 ,,-0.14 ,-0.19 ,-0.02 ,-0.01 ,,0.01 ,0.01 ,287.7357138 ,42.8234141 ,104.327 ,-326.197 ,317.394 ,466.93 ,N/A ,,,,,,,5006.0 ,4.58 ,0.83 ,0.78 ,
HIP 29432 ,-0.044 ,-0.055 ,-0.12 ,-0.0185 ,-0.075 ,-0.07 ,-0.054 ,-0.07 ,93.0023618 ,6.7830715 ,-1.266 ,24.132 ,2.874 ,24.34 ,thin ,G3V ,6.84 ,0.642 ,62.10 ,-12.60 ,11.20 ,5746.6 ,4.46 ,1.03 ,0.97 ,
HIP 4906 ,-0.265 ,-0.42 ,-0.115 ,-0.16 ,-0.09 ,0.08 ,-0.15 ,-0.23 ,15.7358672 ,7.8901383 ,55.080 ,15.520 ,7.931 ,57.77 ,thin ,G9IIIbFe-2 ,4.28 ,0.952 ,11.90 ,20.00 ,-3.20 ,4860.0 ,2.85 ,,11.80 ,
HIP 62207 ,-0.46 ,-0.38 ,-0.27 ,-0.325 ,-0.415 ,-0.405 ,-0.39 ,-0.435 ,191.2475212 ,39.2789162 ,-13.329 ,-2.651 ,11.115 ,17.56 ,thick ,F9VFe-0.3 ,5.95 ,0.557 ,-41.70 ,7.00 ,75.40 ,5871.7 ,4.37 ,1.08 ,1.00 ,
HIP 29442 ,0.305 ,0.1925 ,0.255 ,0.38 ,0.29 ,0.48 ,0.37 ,0.31 ,93.0581974 ,-14.6500173 ,-3.520 ,65.881 ,-17.247 ,68.19 ,N/A ,K0V ,9.49 ,0.836 ,,,,5283.0 ,4.39 ,0.91 ,1.01 ,
HIP 94981 ,0.1 ,0.0475 ,-0.035 ,0.13 ,0.0275 ,0.03 ,0.09 ,0.058 ,289.9124951 ,37.3305404 ,6.826 ,-18.844 ,15.285 ,25.20 ,thin ,G5V ,6.31 ,0.676 ,22.40 ,-5.70 ,-2.50 ,5701.0 ,4.54 ,1.01 ,1.34 ,
HIP 94982 ,-0.05 ,0.085 ,0.095 ,0.16 ,0.125 ,0.38 ,0.14 ,0.06 ,289.9139512 ,12.3746777 ,34.447 ,-95.085 ,22.189 ,103.54 ,thin ,F0III ,5.53 ,0.265 ,-4.50 ,8.40 ,1.20 ,7161.0 ,3.41 ,1.71 ,4.36 ,
HIP 62229 ,0.11 ,,,,0.03 ,,,0.02 ,191.3100548 ,-57.3580011 ,-10.471 ,-2.094 ,-16.670 ,19.80 ,thin ,K4V ,7.84 ,0.937 ,-7.50 ,-24.20 ,-11.60 ,5005.0 ,4.59 ,0.83 ,0.74 ,
